Geneid	Length
AL450996.1	1202
CYP4A22-AS1	82619
CYP4A22	12307
MTND1P34	1411
LINC00853	1090
PDZK1IP1	7452
TAL1	15931
AL135960.1	4954
STIL	64009
CMPK1	45043
LINC01389	27550
FOXE3	1981
FOXD2-AS1	2509
FOXD2	4675
AL356458.1	465
RPL21P24	448
ATP6V0E1P4	558
LINC01738	14921
TRABD2B	236368
AL691459.1	4416
AC096541.1	2172
AL356289.1	41078
AL356289.2	3410
CYP46A4P	267
SKINT1L	86337
AL356289.3	2669
AL109659.1	33886
SLC5A9	25960
AL109659.2	1674
AL109659.3	950
SPATA6	176837
PPP1R8P1	1044
RNU6-723P	107
AL356968.2	1257
RNU4-61P	107
AL356968.1	474
AGBL4	1491059
BEND5	49447
AC099788.1	161991
AL590432.1	11875
AGBL4-IT1	97885
AL390023.1	262
ZNF859P	4580
AL645730.1	1901
MTND2P29	412
ELAVL4	155773
AL583843.1	346
AL592182.2	1563
AL592182.1	17044
AL596275.2	91509
AL592182.3	6426
AL596275.1	877
HMGB1P45	949
FCF1P6	595
DMRTA2	5951
AL049637.2	1708
FAF1	523236
AL049637.1	9682
RNU6-1026P	108
PHBP12	811
MRPS6P2	370
CDKN2C	13889
MIR4421	69
MIR6500	86
C1orf185	45866
CFL1P2	684
LINC01562	40002
RNF11	37185
AL162430.1	870
AL162430.2	1159
TTC39A	57859
TTC39A-AS1	5671
EPS15	165066
AL671986.1	955
RNU6-877P	107
AC104170.2	1696
AC104170.1	43321
RNU6-1281P	105
CALR4P	33032
OSBPL9	221249
GAPDHP51	1000
SLC25A6P3	879
RF00568	1250
NRDC	89747
AL050343.1	5221
AL050343.2	280
MIR761	59
TSEN15P2	358
RAB3B	82809
RNA5SP48	126
AL445685.2	342
RN7SL290P	300
TXNDC12	36041
AL445685.3	13198
KTI12	1714
AL445685.1	10889
TXNDC12-AS1	1766
BTF3L4	34592
ZFYVE9	204593
RN7SL788P	316
AL139156.2	340
AL139156.1	841
PDCL3P6	706
AL139156.3	394
DNAJC19P7	712
ANAPC10P1	556
CC2D1B	20471
AL513218.1	391
PLA2G12AP1	568
ORC1	31631
PRPF38A	16276
TUT4	145206
AL591167.1	456
EEF1GP7	703
GPX7	6680
SHISAL2A	36340
COA7	13916
NDUFS5P3	321
RN7SL62P	297
ZYG11B	100876
RNU2-30P	141
RPS13P2	455
RNU6-969P	105
ZYG11A	52488
AC099677.4	515
ECHDC2	31303
AC099677.1	175
AC099677.2	175
SCP2	124475
MIR1273F	99
MIR5095	88
MIR1273G	100
AC099677.3	395
AL445183.3	502
TUBBP10	1301
PODN	23451
AL445183.1	15565
HIGD1AP11	280
SLC1A7	55454
AL445183.2	4034
AL606760.4	5980
CPT2	17769
AL606760.2	3993
C1orf123	6519
AL606760.3	3591
MAGOH	11719
AL606760.1	4174
LRP8	85707
AL355483.4	667
AL355483.2	1683
AL355483.1	348
AL355483.3	2927
LINC01771	8277
AC119428.3	21443
AC119428.1	746
AC119428.2	1578
SLC25A3P1	26872
DMRTB1	8090
GLIS1	231870
RNU7-95P	64
NDC1	73401
RF00418	136
AL049745.1	286
YIPF1	38116
DIO1	19848
HSPB11	29356
LRRC42	22092
HNRNPA3P12	1063
LDLRAD1	10888
TMEM59	26824
AL353898.3	1755
TCEANC2	58936
MIR4781	76
AL353898.1	238
AL353898.2	257
AL357673.1	67388
CDCP2	20803
AL357673.2	5235
CYB5RL	30386
MRPL37	41424
SSBP3	188048
SSBP3-AS1	2624
AL161644.1	1967
AL035415.1	4605
AC099796.1	848
AC099796.2	108
HNRNPA1P63	963
ACOT11	96936
FAM151A	14375
AL590093.1	6962
MROH7	68513
MROH7-TTC4	100523
TTC4	26836
PARS2	7617
TTC22	21556
AC096536.1	2021
LEXM	36190
DHCR24	37645
AC096536.2	1127
DHCR24-DT	1288
AL590440.2	5565
TMEM61	11502
AL590440.1	11325
BSND	13592
PCSK9	25305
USP24	148755
MIR4422HG	107047
GYG1P3	994
MIR4422	83
AL603840.1	741226
GOT2P1	1309
MTCO2P34	607
RN7SKP291	327
RNU6-830P	107
LINC01755	81866
LINC01753	29368
PIGQP1	567
AL353681.1	9504
AC119674.1	323143
AC119674.2	351063
RPSAP20	890
LINC01767	1004
PLPP3	150555
RPL21P23	460
RPL23AP85	631
AC099789.1	141
PRKAA2	70014
FYB2	100893
AL360295.1	3242
C8A	63416
C8B	36931
AL161740.1	32872
DAB1	1551957
AL390243.1	875
RPS20P5	360
DAB1-AS1	20374
HNRNPA1P6	1447
RPS26P15	348
AL445193.2	20136
AL445193.1	141
AL357373.1	322
OMA1	131419
AL035411.2	421
RN7SL713P	302
TACSTD2	2351
AL035411.1	690
MYSM1	45354
AL136985.3	55687
JUN	3540
LINC01135	115978
AL136985.2	535
AL136985.1	12807
AC105277.1	20880
LINC01358	306913
PHBP3	819
AL592431.2	1653
AL592431.1	22118
HSD52	164556
AC093424.1	338
FGGY	514010
MIR4711	70
AL035416.1	34436
HOOK1	61593
CYP2J2	33483
RN7SL475P	298
C1orf87	86502
PGBD4P8	562
AC097066.1	34805
LINC01748	124776
AC099792.1	208368
NFIA	597535
NFIA-AS2	30538
AC096947.1	470
NFIA-AS1	4566
AC099791.3	52185
AC099791.1	715
TM2D1	44378
AC099791.2	427
PATJ	436270
RNU6-414P	104
RNU6-1177P	104
LAMTOR5P1	270
RN7SL180P	294
MIR3116-1	74
MIR3116-2	68
PIGPP2	823
RPS15AP7	405
L1TD1	17498
AL162739.1	307
KANK4	82436
RNU6-371P	108
USP1	15508
DOCK7	234071
AL451044.1	238
ANGPTL3	8673
AL138847.2	1819
AL138847.1	546
AC103923.1	22213
ATG4C	81379
AC099794.1	5631
AC099794.2	303
LINC01739	46754
AL162400.1	1452
AL162400.2	951
AC096543.1	23904
LINC00466	158188
RNA5SP49	115
AC096543.2	1852
RPSAP65	595
FOXD3-AS1	3558
FOXD3	2086
MIR6068	60
AL049636.1	1357
ALG6	70988
ITGB3BP	152952
EFCAB7	49322
RN7SL488P	286
RNU7-123P	60
DLEU2L	3555
RF02110	384
RF02109	168
RF02108	116
RF02107	146
RF02106	180
RF02105	240
PGM1	66970
RN7SL130P	305
ROR1	407477
AL161742.1	584
CFL1P3	490
RNU6-809P	107
ROR1-AS1	76856
AL445205.1	5895
UBE2U	63742
RNU7-62P	62
CACHD1	222267
MIR4794	77
RAVER2	88138
JAK1	133276
AL606517.2	241
AL606517.1	387
LINC01359	30265
SLC2A3P2	1480
AL357078.3	618
RNU6-1176P	107
MIR3671	88
MIR101-1	75
AL357078.1	1111
AL357078.2	719
MRPS21P1	223
AK4	84597
RPS29P7	171
DNAJC6	167651
AL139294.1	27066
COX6CP13	226
RNU2-15P	191
LEPROT	15421
LEPR	220908
AC119800.1	7783
AC097063.1	2252
AL513493.1	10886
RN7SL854P	295
PDE4B	582066
AL590783.1	8219
RNU4-88P	86
SGIP1	214917
MIR3117	78
AL139147.1	11164
TCTEX1D1	26329
INSL5	3516
WDR78	112003
AL592161.1	1617
MIER1	63725
SLC35D1	54768
C1orf141	139689
RF00322	3133
AL133320.1	2352
IL23R	121073
RNU6-586P	104
RNU4ATAC4P	126
AL389925.1	728
IL12RB2	89727
SERBP1	22606
RNU6-387P	105
LINC01702	10266
RNU6-1031P	107
AL590559.1	374
RN7SL392P	299
HNRNPCP9	859
GADD45A	3278
GNG12	132002
RNU7-80P	61
GNG12-AS1	370685
AL157407.1	904
DIRAS3	5736
ARL5AP3	386
WLS	134648
CTBP2P8	1330
MIR1262	93
RPS7P4	582
COX6B1P7	235
ELOCP18	337
AL139413.1	217
RPE65	21138
DEPDC1	23070
AL138789.1	4411
DEPDC1-AS1	41952
TXNP2	295
AL035412.1	6725
AL033530.1	264251
AL691520.1	49549
LINC01707	129106
AL512271.1	33643
LINC01758	2155
LRRC7	583548
SGO1P1	1447
RN7SL538P	304
PIN1P1	996
AL158840.1	17241
LRRC40	60816
RN7SL242P	297
SRSF11	47371
AL353771.1	2435
ANKRD13C	94147
HHLA3	30535
AL158839.1	876
CTH	28634
AL354872.2	466
AL354872.1	967
CASP3P1	609
LINC01788	80016
AL513285.1	4357
PTGER3	195456
AL031429.1	4115
AL031429.2	649
ZRANB2-AS1	18330
ZRANB2	18007
MIR186	86
ZRANB2-AS2	408653
AL358453.1	250
NEGR1	886795
AL354949.1	2603
AL359821.1	182
NEGR1-IT1	42781
GDI2P2	608
RPL31P12	358
RNU6-1246P	107
AL583808.1	150220
AL583808.2	26252
AL583808.3	61372
AL732618.1	301
KRT8P21	1491
RN7SKP19	252
LINC01360	49084
LINC02238	79999
RNA5SP50	107
AL591463.1	127946
RNU4ATAC8P	109
LRRIQ3	172173
FPGT	35875
FPGT-TNNI3K	346159
TNNI3K	309028
AC093158.1	37224
AC105271.1	1349
LRRC53	42737
ERICH3	105628
ERICH3-AS1	48669
AC135803.1	565
CRYZ	27927
TYW3	33527
AC133865.1	1805
AC099786.3	1410
AC099786.1	5229
LHX8	33100
AC099786.2	2603
RNU6-622P	103
SLC44A5	408986
AC093156.1	670
RNU6-503P	105
AL096829.1	457
AL137803.1	82872
ACADM	63229
DLSTP1	1354
RABGGTB	8883
SNORD45C	79
SNORD45A	84
SNORD45B	72
MSH4	116357
ASB17	13559
AC092813.1	86878
AC092813.2	24538
ST6GALNAC3	559883
AC103592.1	664
AC104458.1	463
TPI1P1	750
RNU6-161P	106
LINC02567	21144
ST6GALNAC5	198271
MIR7156	60
AL035409.1	10563
PIGK	130441
AC113935.1	555
AC093433.1	571
AK5	277919
AC095030.1	3540
RNU7-8P	62
AC118549.1	121004
RNA5SP20	84
RN7SL370P	295
USP33	63866
ACTG1P21	1000
MIGA1	99916
RNA5SP21	96
AC138392.1	921
NSRP1P1	1693
HSPE1P25	539
NEXN-AS1	8192
NEXN	55383
FUBP1	35056
DNAJB4	38790
GIPC2	158908
AC103591.3	209
AC103591.4	2297
AC103591.2	766
RNU6-1102P	96
AC103591.1	556
RNA5SP22	109
RNFT1P2	757
MGC27382	139866
PTGFR	235866
AC096531.1	107
RNA5SP23	105
IFI44L	26224
IFI44	14283
AC104837.2	424
AC104837.1	1587
ADGRL4	116955
PSAT1P3	1111
AL353651.2	1084
AL353651.1	1095
AL353651.3	21438
ADH5P2	1124
AC099671.1	83672
AC098657.1	1135
AC098657.2	1976
AC098657.3	358
HMGB1P18	619
AL606519.1	1258
HNRNPA1P64	922
AL596276.1	418
AL596276.2	331
AL136234.1	49386
LINC01781	111034
MTND2P30	382
RPL7P10	739
AL357632.1	643
AC093154.1	12243
RN7SKP247	308
ADGRL2	686277
HNRNPA3P14	1150
AL138799.1	1675
AL138799.2	1198
AL138799.4	43823
MED28P8	712
AC117944.1	39773
AL138799.3	350
ST13P20	1376
AL157944.1	635793
LINC01362	263633
LINC01361	12327
AC116099.1	27786
LINC01712	16721
LINC01725	285248
AL035706.1	11186
TTLL7	134123
TTLL7-IT1	5183
AC104454.1	2507
AC104454.2	26503
AL359504.2	1601
PRKACB	160437
AL359504.1	493
AL450063.1	244
RF00410	407
SAMD13	91592
AL359273.1	5262
UOX	34126
DNASE2B	16487
AL844170.1	2119
RPF1	18532
GNG5	8241
AL359762.3	58339
SPATA1	59895
CTBS	24875
AL359762.1	9492
AL359762.2	3599
LINC01555	6791
AC114482.1	949
SSX2IP	47097
AC104169.1	1288
LPAR3	81612
MCOLN2	71531
WDR63	133992
MCOLN3	30418
MIR4423	80
AL603750.1	1717
SYDE2	44174
C1orf52	9720
BCL10	11129
AL078459.1	171410
DDAH1	259883
AL360219.1	366
AC092807.3	95970
AC092807.2	243
CYR61	3202
RF00136	227
AC092807.1	1604
ZNHIT6	59011
COL24A1	427711
RNA5SP51	119
AC104455.1	736
AL136382.1	32008
ODF2L	49519
MIR7856	56
AC119749.1	691
CLCA2	32473
CLCA1	31922
CLCA4	33677
CDCA4P2	718
AL356270.1	125131
CLCA3P	21104
AL049597.2	961
SH3GLB1	43615
AL049597.1	555
AL355981.1	12612
SELENOF	51980
HS2ST1	195351
AL121989.1	2693
AC093155.3	176196
AC093155.2	937
AC093155.1	826
LINC01140	39434
AC099062.1	52073
LMO4	20456
LINC01364	18132
RNA5SP52	134
PKN2-AS1	1064402
AL445437.1	3087
AL049861.1	150
RN7SL583P	287
AC093578.1	368
RPL36AP10	322
PKN2	152034
RNU6-125P	107
ELOCP19	318
GTF2B	39013
AL445991.1	475
KYAT3	57181
RBMXL1	13505
GBP3	16229
GBP1	13042
PTGES3P1	483
GBP2	44325
GBP7	44290
GBP4	17785
AC099063.4	8327
AC099063.3	185
GBP5	13855
AC099063.1	9173
AC099063.2	662
BX119321.1	10359
GBP6	22404
CAPNS1P1	633
GBP1P1	18565
LRRC8B	73029
LRRC8C-DT	49654
AC093423.2	46662
LRRC8C	136832
AC093423.3	300111
AC093423.1	142
AC099568.1	1579
AC099568.2	695
LRRC8D	115598
AL391497.1	547
RN7SKP272	232
GEMIN8P4	729
ZNF326	40420
RNU6-695P	104
AC092783.1	22563
SNORD3G	215
BARHL2	5699
AL590094.1	68675
AC091614.2	7886
LINC01763	3495
AC091614.1	2371
PHKA1P1	621
ZNF644	106975
RPL5P6	886
HFM1	144104
FEN1P1	1145
CDC7	24872
WDR82P2	928
AL714022.1	151
HSP90B3P	1567
TGFBR3	225993
RN7SL653P	293
BRDT	65056
EPHX4	33555
LPCAT2BP	1534
SETSIP	909
BTBD8	104421
GAPDHP46	994
PRKAR1AP1	1162
AC104836.1	1471
AL663109.1	844
C1orf146	27874
ACTBP12	418
GLMN	52586
RPAP2	103092
RN7SL824P	297
GFI1	12115
EVI5	283709
AL354890.1	346
HMGB3P9	583
RNU4-59P	116
AC104332.1	1258
AC104332.2	156
CCNJP2	1163
RPL5	9942
FAM69A	128786
SNORD21	95
SNORA66	133
RF00432	1566
AL449283.1	3403
RNU6-970P	107
RN7SL692P	288
RNU6-210P	95
RN7SKP123	291
MTF2	59847
TMED5	30987
CCDC18	98812
AC126124.2	321
AC126124.1	185
CCDC18-AS1	83840
AL139421.1	169
DR1	23611
AL137159.1	512
FNBP1L	106531
RNA5SP53	120
BCAR3	285365
AL109613.1	13375
MIR760	80
AL049796.1	1766
DNTTIP2	13636
GCLM	24252
CHCHD2P5	400
MTND4P11	1372
MTND3P21	331
MTCO3P21	643
MTATP6P13	667
AL117351.2	157
MTCO2P21	955
MTCO1P21	589
AL117351.1	766
ABCA4	128298
AC093579.1	509
ARHGAP29	126081
RN7SL440P	343
AC097059.1	86983
GAPDHP29	985
AC097059.2	6091
AC118469.1	488
ABCD3	100212
F3	12576
AC093117.1	6742
SLC44A3-AS1	241613
KATNBL1P2	835
MIR378G	41
SLC44A3	74905
CNN3	30330
AC105942.1	35705
ALG14	98539
AC095033.1	5950
TMEM56	80270
TMEM56-RWDD3	129303
AC092802.3	18408
AC092802.1	70764
RWDD3	13071
AC092802.2	35774
LINC01760	7336
LINC01650	1398
AL445218.1	24772
LINC01761	4620
AL356479.1	272227
AL683887.1	16375
AC099566.1	84980
RNU1-130P	160
LINC01787	120057
AC092393.1	742
UBE2WP1	340
EEF1A1P11	1389
RN7SL831P	319
NDUFS5P2	306
RPL7P9	747
RN7SKP270	312
PTBP2	102074
DPYD	917258
DPYD-AS1	227033
DPYD-IT1	25988
SEC63P1	1258
RPL26P9	433
AC114878.1	358
DPYD-AS2	1146
AC114878.2	1251
MIR137HG	116390
BX005019.1	1810
MIR2682	110
MIR137	102
AC104453.1	2516
NFU1P2	469
LINC01776	61912
AC095031.1	672
SNX7	98800
PLPPR5	114788
AL445433.2	238734
AL445433.1	257
PLPPR4	45638
AL365220.1	399
LINC01708	128664
PALMD	48599
HMGB3P10	937
FRRS1	58000
RNU4-75P	146
AC096949.1	152
AGL	73940
AC118553.1	1482
SLC35A3	66287
AC118553.2	113311
RNU6-750P	107
RNU6-1318P	103
MFSD14A	45281
AC093019.2	26482
SASS6	49393
AC093019.1	252
TRMT13	17348
LRRC39	29825
DBT	62916
RPL23AP90	236
BRI3P1	378
AL445928.2	32927
AL445928.1	222
RTCA-AS1	14652
RTCA	26563
MIR553	68
AC104457.1	814
AC104457.2	766
CDC14A	175278
BCAS2P2	994
AL589990.1	23599
GPR88	3882
AC099670.1	783
LINC01349	13565
AC099670.3	13494
AC099670.2	321
VCAM1	19304
EXTL2	23627
AC104506.1	429
SLC30A7	85678
HNRNPA1P68	979
DPH5	36466
AC093157.2	788
AC093157.1	61391
AC119501.1	475
AL109741.1	846
S1PR1	6849
AL109741.2	343
PPIAP7	489
LINC01307	66967
LINC01709	148025
RNU6-965P	96
RPSAP19	880
OLFM3	194457
RNU6-352P	107
AL356280.1	379
DNAJA1P5	943
AC114485.1	189892
AC099567.1	90521
COL11A1	232406
SOD2P1	562
AC095032.2	10587
AC095032.1	107405
RN7SKP285	318
RNPC3	29549
AMY2B	25720
ACTG1P4	1122
AMY2A	8970
AMY1A	9265
AC105272.1	198
AMY1B	9266
AMYP1	6149
AMY1C	8285
AL136455.1	1240
AC092506.1	153696
FTLP17	525
AL591888.1	33960
CDK4P1	828
LINC01676	31384
SEPT2P1	180
AL512844.2	738
AL512844.1	1779
LINC01677	100654
AL355306.2	167871
AL355306.1	579
AL499605.1	403
AL596327.1	213
MTATP6P14	673
MTCO1P14	1559
LINC01661	19929
PRMT6	10958
NTNG1	343452
AC114491.1	246
VAV3	393985
MIR7852	82
VAV3-AS1	30165
AL390036.1	35758
SLC25A24	66814
AL359258.2	1566
AL359258.3	2331
NBPF4	20741
AL359258.1	12494
SLC25A24P1	64911
NBPF5P	34977
SLC25A24P2	37560
AL390038.1	12496
NBPF6	20721
AL392088.2	5670
ST13P21	1098
AL392088.1	670
FAM102B	84812
HENMT1	13237
AL160171.1	4714
PRPF38B	9481
FNDC7	30084
AL591719.2	470
STXBP3	62853
AL591719.1	744
AKNAD1	42331
AL449266.1	125825
SPATA42	1308
GPSM2	59196
CLCC1	33950
WDR47	71900
BX679664.2	283
BX679664.3	555
BX679664.1	253
RANP5	655
TAF13	13517
AL356488.3	2888
TMEM167B	7132
SCARNA2	420
AL356488.2	427
AL356488.1	1232
C1orf194	7907
KIAA1324	93103
SARS	24252
CELSR2	25732
PSRC1	3631
MYBPHL	14677
SORT1	88384
PSMA5	27397
SYPL2	15510
ATXN7L2	9326
CYB561D1	8881
AMIGO1	5564
GPR61	8535
AL355310.3	3932
GNAI3	69711
RNU6V	107
AL355310.1	1557
MIR197	75
GNAT2	16663
AMPD2	15948
AL355310.2	1889
RPL7P8	730
GSTM4	18756
GSTM2	41530
GSTM1	21226
AC000032.1	626
GSTM5	63649
AL158847.1	49433
GSTM3	7107
EPS8L3	13948
NDUFA5P10	357
LINC01768	43082
AL450468.1	2089
AL450468.2	1889
CSF1	20751
AHCYL1	39056
STRIP1	43065
AL160006.1	4216
ALX3	10707
LINC01397	27032
UBL4B	1478
SLC6A17	51717
AL355990.1	6304
AL355990.2	1077
LINC02586	1154
KCNC4	71758
AL137790.1	177
RF00402	2127
RBM15-AS1	52797
RBM15	8176
LAMTOR5-AS1	96702
SLC16A4	28235
AL355488.1	2850
LAMTOR5	6694
PROK1	6155
AL358215.1	850
AL358215.2	2438
AL358215.3	14908
CYMP	10526
CYMP-AS1	2579
KCNA10	1959
KCNA2	111638
AL365361.1	3481
KCNA3	2569
NRBF2P3	865
OR11I1P	954
CD53	28741
AL360270.2	5985
AL360270.1	9382
LRIF1	16895
AL360270.3	1348
CCNT2P1	7831
RNA5SP54	92
DRAM2	22884
CEPT1	45476
AL355816.1	118
AL355816.2	647
DENND2D	17362
CHI3L2	42670
CHIAP1	6462
CHIAP2	6058
CHIA	29705
AL356387.1	6382
AL356387.2	243
PIFO	6726
CHIAP3	14135
HIGD1AP12	281
PGCP1	8960
OVGP1	13464
AL390195.2	2023
UBE2FP3	524
AL390195.1	2727
WDR77	9487
ATP5PB	13910
C1orf162	4721
TMIGD3	80615
RNU6-792P	107
ADORA3	4332
RAP1A	174474
LINC01160	9069
KRT18P57	1254
RNU6-151P	107
INKA2	58795
AL049557.1	33761
INKA2-AS1	7958
AL049557.2	10239
DDX20	12772
KCND3	218494
KCND3-IT1	3144
KCND3-AS1	1596
LINC01750	9073
AL445426.1	183295
TXNP3	301
CTTNBP2NL	67276
MIR4256	64
WNT2B	63625
AL354760.1	643
ST7L	97308
CAPZA1	52447
MRPL53P1	319
RNU7-70P	66
MOV10	27606
AL603832.1	2934
RHOC	6329
AL603832.3	8820
PPM1J	5484
AL603832.2	2125
FAM19A3	6817
NUTF2P4	381
LINC01356	30474
AL390729.1	27844
AL390729.2	156
SLC16A1	45167
AKR7A2P1	915
SLC16A1-AS1	90641
AL357055.3	61419
LRIG2	59052
RLIMP2	1563
AL357055.1	410
AL357055.2	434
MAGI3	295175
AL391058.1	1029
MTND5P20	143
PHTF1	62659
AL133517.1	748
RSBN1	50645
AL137856.1	16793
PTPN22	57949
AP4B1-AS1	44603
BCL2L15	9380
AP4B1	10454
DCLRE1B	8946
HIPK1-AS1	5493
HIPK1	48678
OLFML3	56182
AL591742.1	803
AL591742.2	2119
SYT6	64629
AL121999.1	55852
MRPL57P1	265
AL035410.2	1193
TRIM33	118384
AL035410.1	427
EIF2S2P5	968
PKMP1	1846
BCAS2	14083
DENND2C	87575
AMPD1	22529
RN7SL432P	298
NRAS	12426
CSDE1	41764
RNY1P13	105
SIKE1	11207
NR1H5P	14227
SYCP1	140568
TSHB	4486
TSPAN2	41490
LINC01765	2987
AL049825.1	12997
NGF-AS1	85039
NGF	52319
AL512638.1	4087
AL512638.2	2145
ELOCP20	650
CNOT7P2	832
AL592436.1	558
RN7SL420P	298
RF00406	406
VANGL1	56272
CASQ2	68775
NHLH2	7541
HNRNPA1P43	910
AL357137.1	203
LINC01649	12212
SLC22A15	93557
AL365318.1	3893
MAB21L3	23486
LINC01779	1958
RF00012	10862
ATP1A1	37594
ATP1A1-AS1	26376
RNU6-817P	104
LINC01762	55119
AL136376.1	4320
AL390066.1	6197
CD58	56505
NAP1L4P1	1157
MIR548AC	88
IGSF3	93357
MIR320B1	79
C1orf137	12492
GAPDHP64	1003
NEFHP1	2629
CD2	14844
FTH1P22	520
AL157904.1	383
PTGFRN	80302
RNA5SP55	125
CD101	34727
AL445231.1	34009
TTF2	47151
MIR942	86
TRIM45	11528
RPS15AP9	381
VTCN1	67374
LINC01525	25817
AL358072.1	575
MAN1A2	161424
AL157902.2	1492
VPS25P1	508
AL157902.1	8939
TENT5C	22439
VDAC2P3	828
RF00561	2249
AL390877.1	214
PNRC2P1	420
GDAP2	66146
WDR3	36823
SPAG17	231363
RNA5SP56	118
PSMC1P12	1314
AL139148.1	680
TBX15	106511
AL139420.1	1049
AL139420.2	788
WARS2	109456
WARS2-IT1	17381
RBMX2P3	957
RPS3AP12	753
AL359915.2	135578
RPL6P2	783
AL359915.1	67039
LINC01780	28007
RNU1-75P	129
HAO2	25352
HAO2-IT1	1386
HSD3B2	8105
GAPDHP74	915
HSD3BP2	7086
GAPDHP23	993
HSD3BP1	6583
GAPDHP58	1006
HSD3B1	7857
GAPDHP32	998
HSD3BP3	7405
GAPDHP27	1020
HSD3BP4	8002
GAPDHP33	1013
LINC00622	1570
HSD3BP5	7911
ZNF697	28352
PHGDH	95816
HMGCS2	20910
REG4	17643
NBPF7	9645
PFN1P9	433
NOTCH2P1	624
ADAM30	2963
AL359752.1	1359
NOTCH2	158074
AC245008.1	476
RNU6-465P	101
SEC22B	25618
AC244669.2	122596
RF00100	1870
AC244669.1	74538
RF00003	2105
PFN1P2	1849
NBPF8	31387
AC241952.1	211430
RF00004	3017
NBPF26	117559
RNVU1-19	167
PPIAL4A	660
AC241377.3	1088
LINC00623	96017
RNVU1-4	164
AC241377.4	13941
AC241377.2	66476
AC241377.1	406
FCGR1B	8966
AC244453.3	29149
AC244453.2	7367
HIST2H2BA	9048
AC244453.1	28701
HIST2H3DP1	416
RPL22P6	388
FAM72B	17894
SRGAP2C	208013
AC243994.1	109
SRGAP2-AS1	38651
AC244021.1	66676
AL592494.1	16005
AL592494.2	1548
AL592494.3	464
EMBP1	56591
LINC01691	6579
AC242852.1	96
AC242852.2	31932
AC239859.6	583
RNA5SP533	110
AC239859.4	675
AC239859.5	37547
NKAIN1P1	582
AC239859.2	318
AC239859.3	1326
AC239859.1	31067
NBPF17P	40426
PFN1P12	534
RNU1-114P	166
RNVU1-17	164
RNU1-92P	135
RNVU1-18	164
AC239800.2	3441
AC239800.1	15421
FAM91A3P	2544
AC239800.3	296
LINC02591	7099
RNU1-143P	146
AC239798.1	14479
AC239798.3	408
FCGR1CP	8783
HIST2H2BB	29480
AC239798.2	7346
AC239798.4	11421
AC246680.1	29290
HIST2H3PS2	411
RPL22P5	389
FAM72C	16602
SRGAP2D	93264
IGKV1OR1-1	471
AC244015.1	99
AC244015.2	31953
AC245595.1	23259
RNA5SP529	110
DRD5P2	3102
AC245595.2	28697
PPIAL4E	785
AC246785.4	287
RNVU1-15	165
AC246785.3	1080
AC246785.2	513
NBPF15	40289
PFN1P6	399
AC246785.1	2256
PPIAL4F	660
LINC01632	15181
FP700111.1	278532
FP700107.1	18314
RNA5SP59	110
FP700111.2	32035
SRGAP2B	208264
AC242498.1	111
FAM72D	16697
AC241585.3	8390
LINC01145	51960
AC241585.2	1088
AC241585.1	519
PPIAL4D	495
AC245014.2	287
RNVU1-14	164
AC245014.3	347
AC245014.1	1146
NBPF20	115879
PFN1P3	402
AC239860.2	1164
AC239860.1	11548
NBPF25P	35514
GPR89A	62659
PDZK1	37297
CD160	19818
RNF115	85210
POLR3C	18418
NUDT17	3325
PIAS3	11315
MIR6736	59
ANKRD35	19307
ITGA10	18982
AC243547.1	637
PEX11B	7488
RBM8A	9965
GNRHR2	6329
LIX1L-AS1	32590
AC243547.3	50554
LIX1L	24579
ANKRD34A	5141
AC243547.2	3035
POLR3GL	14147
TXNIP	4166
HJV	19279
RNVU1-6	164
LINC01719	9383
NBPF10	80106
AC239799.1	115349
NOTCH2NLA	82824
AC239799.2	2002
RNU6-1071P	101
NUDT4P2	546
SEC22B4P	80434
AC243756.1	660
AC245407.1	2411
HYDIN2	441729
RNA5SP536	123
RF00619	235
NBPF12	57459
PFN1P8	543
AC244394.2	1688
NBPF13P	36938
AC244394.1	1665
RNU1-151P	125
AC241584.1	1241
AC241584.2	24804
PRKAB2	17445
PDIA3P1	6879
AC242426.2	79474
FMO5	67700
CCT8P1	1657
RPL7AP15	795
CHD1L	53126
LINC00624	258991
AC242426.1	1115
OR13Z1P	848
OR13Z2P	555
OR13Z3P	391
BCL9	84805
ACP6	40845
RN7SL261P	282
AC241644.1	1542
GJA5	17164
AC241644.3	1250
AC241644.2	11364
AC239801.1	1398
GJA8	1302
GPR89B	65129
PDZK1P1	21095
AC239803.2	430
RNU1-129P	167
AC239803.3	4082
RNVU1-7	164
PDE4DIPP1	13286
NBPF11	50277
PFN1P4	402
ABHD17AP1	3172
AC239809.3	95800
AC239803.1	24271
RNA5SP57	123
AC239809.1	217
AC239809.2	517
RNU1-120P	157
LINC01731	8866
AC245100.3	951
LINC01138	228716
AC245100.6	2377
AC245100.1	48742
AC245100.5	331
MIR5087	76
RNU1-122P	156
AC245100.7	442
RNVU1-1	164
RNVU1-2	135
MIR6077	82
RNU1-13P	162
AC245100.4	30030
RNVU1-3	161
AC245100.2	1822
AC245100.9	1047
AC245100.8	1058
PPIAL4G	3856
NBPF14	148367
RNU6-1171P	101
NUDT4B	1206
SEC22B3	11955
AC245389.1	529
PDE4DIP	240106
RN7SKP88	250
RNU2-38P	79
AC239802.1	3219
AC239802.2	7599
AC239804.1	2698
NBPF9	49535
AC239804.2	10563
RNU1-59P	162
AC245297.3	74992
AC245297.1	123741
AC245297.2	565
SEC22B2	11952
