Geneid,chr,length
ZBTB8A,chr1,7075
ZBTB8OS,chr1,3531
RBBP4,chr1,9470
SYNC,chr1,3487
AC114489.1,chr1,395
KIAA1522,chr1,5965
YARS,chr1,8212
S100PBP,chr1,9194
FNDC5,chr1,3139
HPCA,chr1,1991
TMEM54,chr1,1417
RNF19B,chr1,2610
AL031602.1,chr1,911
AL355864.1,chr1,526
AL355864.2,chr1,863
AL020995.1,chr1,1680
AK2,chr1,5727
AZIN2,chr1,6559
AL662907.1,chr1,1360
TRIM62,chr1,3646
AL662907.2,chr1,3448
AL662907.3,chr1,1947
ZNF362,chr1,3331
AL513327.3,chr1,469
A3GALT2,chr1,1023
AL513327.1,chr1,4015
PHC2,chr1,4975
MIR3605,chr1,100
RN7SKP16,chr1,299
AL513327.2,chr1,490
TLR12P,chr1,2706
ZSCAN20,chr1,5308
AC115285.1,chr1,736
CSMD2,chr1,18157
HSPD1P14,chr1,1618
HMGB4,chr1,2561
CSMD2-AS1,chr1,2253
RNA5SP42,chr1,115
C1orf94,chr1,2576
AC115286.1,chr1,434
MIR552,chr1,96
SMIM12,chr1,8091
GJB5,chr1,1355
GJB4,chr1,2840
AL121988.1,chr1,560
GJB3,chr1,2387
GJA4,chr1,1717
AL122010.1,chr1,720
DLGAP3,chr1,3977
AC114490.3,chr1,3163
AC114490.1,chr1,1887
AC114490.2,chr1,3099
TMEM35B,chr1,922
ZMYM6,chr1,9591
ZMYM1,chr1,5220
RPL12P45,chr1,478
EFCAB14P1,chr1,463
AL590434.1,chr1,1886
SFPQ,chr1,7426
ZMYM4,chr1,7647
RN7SL503P,chr1,303
RF00091,chr1,813
RPL5P4,chr1,886
ZMYM4-AS1,chr1,459
KIAA0319L,chr1,9629
AC004865.1,chr1,1003
NCDN,chr1,4917
AC004865.2,chr1,1030
TFAP2E,chr1,2216
PSMB2,chr1,4843
C1orf216,chr1,3629
CLSPN,chr1,5411
AL354864.1,chr1,539
AGO4,chr1,7267
AGO1,chr1,13886
AL139286.1,chr1,483
AL139286.2,chr1,396
AGO3,chr1,21157
AL138787.2,chr1,659
AL138787.1,chr1,1674
TEKT2,chr1,1978
ADPRHL2,chr1,1668
COL8A2,chr1,4670
TRAPPC3,chr1,3527
MAP7D1,chr1,5271
RN7SL131P,chr1,256
THRAP3,chr1,4736
UBE2V2P4,chr1,259
SH3D21,chr1,4474
EVA1B,chr1,1211
AL591845.1,chr1,1838
STK40,chr1,5590
LSM10,chr1,1496
RNU4-27P,chr1,139
OSCP1,chr1,2788
SNORA63C,chr1,129
MRPS15,chr1,2916
CSF3R,chr1,8429
FTLP18,chr1,523
AL596257.1,chr1,2694
AC117945.2,chr1,1521
AC117945.1,chr1,463
GRIK3,chr1,10111
AL031430.1,chr1,1039
MIR4255,chr1,72
RNU6-636P,chr1,107
AL353604.1,chr1,596
RNA5SP43,chr1,110
RPS29P6,chr1,145
LINC01137,chr1,1395
ZC3H12A,chr1,3121
MIR6732,chr1,60
MEAF6,chr1,3487
MIR5581,chr1,60
SNIP1,chr1,5769
FTH1P1,chr1,532
AL034379.1,chr1,253
DNALI1,chr1,4456
GNL2,chr1,5745
AL513220.1,chr1,1326
RSPO1,chr1,3089
C1orf109,chr1,4434
CDCA8,chr1,2469
EPHA10,chr1,8152
ACTN4P2,chr1,1892
AL929472.1,chr1,429
MANEAL,chr1,3018
AL929472.3,chr1,700
YRDC,chr1,1826
C1orf122,chr1,2231
MTF1,chr1,8024
AL929472.4,chr1,691
AL929472.2,chr1,481
INPP5B,chr1,8930
RF00092,chr1,961
RNU6-584P,chr1,95
SF3A3,chr1,4740
RNU6-510P,chr1,108
FHL3,chr1,2004
UTP11,chr1,3385
POU3F1,chr1,2184
AL139158.2,chr1,684
AL139158.1,chr1,340
MIR3659,chr1,99
AL139158.3,chr1,1562
LINC01343,chr1,2573
AL513479.1,chr1,585
RNU6-753P,chr1,107
LINC01685,chr1,1497
AL354702.1,chr1,1960
AL354702.2,chr1,1240
RRAGC,chr1,5167
AL139260.2,chr1,2171
AL139260.1,chr1,976
MYCBP,chr1,3039
GJA9-MYCBP,chr1,3251
GJA9,chr1,2057
RHBDL2,chr1,2795
RNU6-605P,chr1,108
EIF1P2,chr1,350
AKIRIN1,chr1,2741
NDUFS5,chr1,548
MACF1,chr1,40739
RNU6-608P,chr1,104
RNA5SP44,chr1,133
AL356055.1,chr1,446
AL442071.1,chr1,558
HSPE1P8,chr1,288
BMP8A,chr1,1692
OXCT2P1,chr1,1535
PPIEL,chr1,5416
PABPC4,chr1,6782
AL365277.1,chr1,736
SNORA55,chr1,135
HEYL,chr1,3661
AL035404.2,chr1,304
NT5C1A,chr1,1107
HPCAL4,chr1,4962
PPIE,chr1,8071
AL035404.1,chr1,568
RNU7-121P,chr1,62
BMP8B,chr1,4822
OXCT2,chr1,1826
AL033527.6,chr1,1218
AL033527.3,chr1,1196
AL033527.1,chr1,154
AL033527.5,chr1,1744
AL033527.4,chr1,673
TRIT1,chr1,6533
MYCL,chr1,5063
AL033527.2,chr1,785
MFSD2A,chr1,4007
AL663070.1,chr1,725
CAP1,chr1,3814
PPT1,chr1,5088
AL512599.1,chr1,685
RLF,chr1,6246
RNU6-1237P,chr1,107
TMCO2,chr1,889
AL050341.2,chr1,1541
ZMPSTE24,chr1,3572
AL050341.1,chr1,313
COL9A2,chr1,4217
AL031985.2,chr1,480
SMAP2,chr1,3631
AL031985.1,chr1,418
AL031985.4,chr1,673
ZFP69B,chr1,2386
AL031985.3,chr1,2449
AL603839.4,chr1,1005
ZFP69,chr1,3248
AL603839.3,chr1,605
EXO5,chr1,3092
AL603839.1,chr1,432
AL603839.2,chr1,546
ZNF684,chr1,3115
AL356379.1,chr1,126
GTF2F2P2,chr1,721
RIMS3,chr1,7235
AL031289.1,chr1,471
NFYC-AS1,chr1,1687
NFYC,chr1,5990
MIR30E,chr1,92
MIR30C1,chr1,89
KCNQ4,chr1,4381
RN7SL326P,chr1,296
CITED4,chr1,1316
AC119677.1,chr1,471
AL391730.1,chr1,921
UBE2V1P8,chr1,265
CTPS1,chr1,11517
SLFNL1-AS1,chr1,4800
SLFNL1,chr1,4310
SCMH1,chr1,4447
RPL23AP17,chr1,499
AC093151.3,chr1,1468
AC093151.1,chr1,313
FOXO6,chr1,2398
AC093151.2,chr1,394
RNA5SP45,chr1,92
EDN2,chr1,1639
HIVEP3,chr1,14410
AL445933.2,chr1,265
AL445933.1,chr1,2242
AC119676.1,chr1,81
HNRNPFP1,chr1,1133
AC114492.1,chr1,454
GUCA2B,chr1,597
GUCA2A,chr1,569
FOXJ3,chr1,6893
AC096540.1,chr1,661
RIMKLA,chr1,8981
AL513331.1,chr1,397
ZMYND12,chr1,2195
PPCS,chr1,2590
CCDC30,chr1,13504
AL445669.1,chr1,755
TMSB4XP1,chr1,135
RNU6-536P,chr1,107
AL445669.2,chr1,421
PPIH,chr1,1444
AC098484.4,chr1,2041
AC098484.2,chr1,601
YBX1,chr1,1930
CLDN19,chr1,3602
P3H1,chr1,6766
C1orf50,chr1,5263
AC098484.3,chr1,1582
AC098484.1,chr1,484
TMEM269,chr1,4373
SVBP,chr1,1208
ERMAP,chr1,5756
AL512353.1,chr1,1617
ZNF691,chr1,2036
AL512353.2,chr1,1962
AL512353.3,chr1,1326
ATP6V1E1P1,chr1,681
SLC2A1,chr1,4724
ATP6V0CP4,chr1,440
SLC2A1-AS1,chr1,3364
AC099795.1,chr1,852
RNU6-880P,chr1,107
AL161637.1,chr1,412
FAM183A,chr1,843
EBNA1BP2,chr1,3561
MIR6733,chr1,61
CFAP57,chr1,5764
RNA5SP46,chr1,120
TMEM125,chr1,2127
C1orf210,chr1,1516
TIE1,chr1,6694
MPL,chr1,2212
AL139289.2,chr1,661
CDC20,chr1,2038
ELOVL1,chr1,2507
MIR6734,chr1,68
MED8,chr1,2704
AL139289.1,chr1,731
SZT2,chr1,26354
SZT2-AS1,chr1,699
MIR6735,chr1,73
HYI,chr1,2740
HYI-AS1,chr1,545
PTPRF,chr1,10712
AL451062.3,chr1,4037
KDM4A,chr1,5172
KDM4A-AS1,chr1,1931
ST3GAL3,chr1,19475
AL451062.1,chr1,469
AL451062.2,chr1,271
MIR6079,chr1,62
SHMT1P1,chr1,1312
ARTN,chr1,2658
AL357079.1,chr1,557
IPO13,chr1,5083
AL357079.2,chr1,2044
DPH2,chr1,2930
ATP6V0B,chr1,3535
B4GALT2,chr1,3772
CCDC24,chr1,3554
SLC6A9,chr1,5159
AL139220.2,chr1,7999
AL139220.1,chr1,520
KRT8P47,chr1,1398
RN7SL479P,chr1,300
KLF17,chr1,3131
AL356653.1,chr1,360
KLF18,chr1,3159
AL359839.1,chr1,1160
OOSP1P1,chr1,274
AL035417.1,chr1,214
AL035417.2,chr1,796
DMAP1,chr1,5599
ERI3,chr1,2785
ERI3-IT1,chr1,619
RNU6-369P,chr1,102
RNF220,chr1,9687
MIR5584,chr1,60
TMEM53,chr1,3635
ARMH1,chr1,3290
RNU5F-1,chr1,117
RNU5D-1,chr1,116
KIF2C,chr1,3646
AL592166.1,chr1,765
RPS8,chr1,2847
SNORD55,chr1,80
SNORD46,chr1,104
SNORD38A,chr1,70
SNORD38B,chr1,69
RPS15AP11,chr1,385
BEST4,chr1,2047
PLK3,chr1,3479
TCTEX1D4,chr1,763
BTBD19,chr1,3520
PTCH2,chr1,5149
RNU5E-6P,chr1,115
AL136380.1,chr1,162
EIF2B3,chr1,3411
RNA5SP47,chr1,109
CCNB1IP1P1,chr1,839
PPIAP35,chr1,492
MRPS17P1,chr1,3130
HECTD3,chr1,5077
UROD,chr1,2908
ZSWIM5,chr1,6046
OSTCP5,chr1,453
LINC01144,chr1,1710
HPDL,chr1,1629
MUTYH,chr1,3909
TOE1,chr1,2742
TESK2,chr1,3322
PPIAP36,chr1,325
CCDC163,chr1,2757
MMACHC,chr1,5296
PRDX1,chr1,1522
HMGB1P48,chr1,598
AKR1A1,chr1,3121
AL355480.3,chr1,96
AL355480.1,chr1,99
NASP,chr1,8304
AL355480.2,chr1,84
AL355480.4,chr1,69
CCDC17,chr1,3323
GPBP1L1,chr1,7433
RPS15AP10,chr1,382
AL604028.2,chr1,788
TMEM69,chr1,2439
IPP,chr1,3705
AL604028.1,chr1,598
AL603882.1,chr1,681
MAST2,chr1,7877
TMA16P2,chr1,601
PIK3R3,chr1,7410
AL358075.4,chr1,1553
AL358075.1,chr1,649
AL358075.3,chr1,226
AL358075.2,chr1,339
TSPAN1,chr1,2366
AL672043.1,chr1,395
POMGNT1,chr1,6198
LURAP1,chr1,1854
RAD54L,chr1,3212
LRRC41,chr1,8606
UQCRH,chr1,1408
NSUN4,chr1,8468
AL122001.1,chr1,370
FAAH,chr1,2776
FAAHP1,chr1,2476
LINC01398,chr1,1398
DMBX1,chr1,2896
AL136373.1,chr1,1633
MKNK1-AS1,chr1,2445
KNCN,chr1,2810
MKNK1,chr1,8070
MOB3C,chr1,5916
ATPAF1,chr1,5677
NENFP1,chr1,466
TEX38,chr1,1490
EFCAB14-AS1,chr1,584
EFCAB14,chr1,6285
AL593856.1,chr1,805
CYP4B1,chr1,3466
CYP4Z2P,chr1,1598
AL731892.1,chr1,1192
CYP4A11,chr1,3890
CYP4A26P,chr1,196
CYP4A43P,chr1,121
CYP4A27P,chr1,190
CYP4A44P,chr1,154
CYP4X1,chr1,2548
CYP4Z1,chr1,1996
AL450996.1,chr1,1202
CYP4A22-AS1,chr1,921
CYP4A22,chr1,3859
MTND1P34,chr1,671
LINC00853,chr1,661
PDZK1IP1,chr1,1438
TAL1,chr1,5700
AL135960.1,chr1,4036
STIL,chr1,7291
CMPK1,chr1,3844
LINC01389,chr1,483
FOXE3,chr1,1981
FOXD2-AS1,chr1,2509
FOXD2,chr1,4675
AL356458.1,chr1,465
RPL21P24,chr1,448
ATP6V0E1P4,chr1,242
LINC01738,chr1,815
TRABD2B,chr1,7034
AL691459.1,chr1,407
AC096541.1,chr1,1807
AL356289.1,chr1,1477
AL356289.2,chr1,292
CYP46A4P,chr1,267
SKINT1L,chr1,2010
AL356289.3,chr1,2669
AL109659.1,chr1,651
SLC5A9,chr1,4535
AL109659.2,chr1,1674
AL109659.3,chr1,950
SPATA6,chr1,5939
PPP1R8P1,chr1,1044
RNU6-723P,chr1,107
AL356968.2,chr1,1257
RNU4-61P,chr1,107
AL356968.1,chr1,474
AGBL4,chr1,7462
BEND5,chr1,2138
AC099788.1,chr1,793
AL590432.1,chr1,566
AGBL4-IT1,chr1,514
AL390023.1,chr1,262
ZNF859P,chr1,1966
AL645730.1,chr1,1901
MTND2P29,chr1,412
ELAVL4,chr1,6963
AL583843.1,chr1,346
AL592182.2,chr1,858
AL592182.1,chr1,250
AL596275.2,chr1,3489
AL592182.3,chr1,3304
AL596275.1,chr1,877
HMGB1P45,chr1,653
FCF1P6,chr1,595
DMRTA2,chr1,3225
AL049637.2,chr1,930
FAF1,chr1,7545
AL049637.1,chr1,503
RNU6-1026P,chr1,108
PHBP12,chr1,811
MRPS6P2,chr1,370
CDKN2C,chr1,3318
MIR4421,chr1,69
MIR6500,chr1,86
C1orf185,chr1,1118
CFL1P2,chr1,684
LINC01562,chr1,2366
RNF11,chr1,3122
AL162430.1,chr1,870
AL162430.2,chr1,435
TTC39A,chr1,9362
TTC39A-AS1,chr1,1222
EPS15,chr1,7440
AL671986.1,chr1,955
RNU6-877P,chr1,107
AC104170.2,chr1,678
AC104170.1,chr1,476
RNU6-1281P,chr1,105
CALR4P,chr1,2704
OSBPL9,chr1,9523
GAPDHP51,chr1,1000
SLC25A6P3,chr1,879
RF00568,chr1,1250
NRDC,chr1,6773
AL050343.1,chr1,1819
AL050343.2,chr1,280
MIR761,chr1,59
TSEN15P2,chr1,358
RAB3B,chr1,12844
RNA5SP48,chr1,126
AL445685.2,chr1,342
RN7SL290P,chr1,300
TXNDC12,chr1,3844
AL445685.3,chr1,1986
KTI12,chr1,1714
AL445685.1,chr1,762
TXNDC12-AS1,chr1,391
BTF3L4,chr1,6022
ZFYVE9,chr1,5809
RN7SL788P,chr1,316
AL139156.2,chr1,340
AL139156.1,chr1,841
PDCL3P6,chr1,706
AL139156.3,chr1,394
DNAJC19P7,chr1,344
ANAPC10P1,chr1,556
CC2D1B,chr1,7495
AL513218.1,chr1,391
PLA2G12AP1,chr1,568
ORC1,chr1,3157
PRPF38A,chr1,5658
TUT4,chr1,16199
AL591167.1,chr1,456
EEF1GP7,chr1,703
GPX7,chr1,1691
SHISAL2A,chr1,2508
COA7,chr1,4165
NDUFS5P3,chr1,321
RN7SL62P,chr1,297
ZYG11B,chr1,8198
RNU2-30P,chr1,141
RPS13P2,chr1,455
RNU6-969P,chr1,105
ZYG11A,chr1,4694
AC099677.4,chr1,380
ECHDC2,chr1,11572
AC099677.1,chr1,175
AC099677.2,chr1,175
SCP2,chr1,8305
MIR1273F,chr1,99
MIR5095,chr1,88
MIR1273G,chr1,100
AC099677.3,chr1,395
AL445183.3,chr1,502
TUBBP10,chr1,1301
PODN,chr1,4900
AL445183.1,chr1,467
HIGD1AP11,chr1,280
SLC1A7,chr1,5407
AL445183.2,chr1,1871
AL606760.4,chr1,718
CPT2,chr1,10452
AL606760.2,chr1,1227
C1orf123,chr1,4487
AL606760.3,chr1,3591
MAGOH,chr1,1463
AL606760.1,chr1,1181
LRP8,chr1,10263
AL355483.4,chr1,470
AL355483.2,chr1,675
AL355483.1,chr1,237
AL355483.3,chr1,752
LINC01771,chr1,567
AC119428.3,chr1,886
AC119428.1,chr1,383
AC119428.2,chr1,850
SLC25A3P1,chr1,3164
DMRTB1,chr1,2440
GLIS1,chr1,3113
RNU7-95P,chr1,64
NDC1,chr1,5135
RF00418,chr1,136
AL049745.1,chr1,286
YIPF1,chr1,2072
DIO1,chr1,2282
HSPB11,chr1,3236
LRRC42,chr1,2411
HNRNPA3P12,chr1,1063
LDLRAD1,chr1,2375
TMEM59,chr1,9149
AL353898.3,chr1,1755
TCEANC2,chr1,12168
MIR4781,chr1,76
AL353898.1,chr1,238
AL353898.2,chr1,255
AL357673.1,chr1,3952
CDCP2,chr1,3229
AL357673.2,chr1,4969
CYB5RL,chr1,8926
MRPL37,chr1,2549
SSBP3,chr1,5227
SSBP3-AS1,chr1,2624
AL161644.1,chr1,1111
AL035415.1,chr1,289
AC099796.1,chr1,683
AC099796.2,chr1,108
HNRNPA1P63,chr1,963
ACOT11,chr1,9768
FAM151A,chr1,2005
AL590093.1,chr1,623
MROH7,chr1,9088
MROH7-TTC4,chr1,7090
TTC4,chr1,3527
PARS2,chr1,2347
TTC22,chr1,6055
AC096536.1,chr1,343
LEXM,chr1,1777
DHCR24,chr1,6290
AC096536.2,chr1,575
DHCR24-DT,chr1,765
AL590440.2,chr1,1733
TMEM61,chr1,1097
AL590440.1,chr1,428
BSND,chr1,5113
PCSK9,chr1,4981
USP24,chr1,11772
MIR4422HG,chr1,2568
GYG1P3,chr1,994
MIR4422,chr1,83
AL603840.1,chr1,6257
GOT2P1,chr1,1309
MTCO2P34,chr1,607
RN7SKP291,chr1,327
RNU6-830P,chr1,107
LINC01755,chr1,3313
LINC01753,chr1,644
PIGQP1,chr1,430
AL353681.1,chr1,731
AC119674.1,chr1,7878
AC119674.2,chr1,2655
RPSAP20,chr1,890
LINC01767,chr1,545
PLPP3,chr1,5286
RPL21P23,chr1,460
RPL23AP85,chr1,433
AC099789.1,chr1,141
PRKAA2,chr1,9354
FYB2,chr1,4633
AL360295.1,chr1,1824
C8A,chr1,2356
C8B,chr1,2729
AL161740.1,chr1,610
DAB1,chr1,7548
AL390243.1,chr1,708
RPS20P5,chr1,360
DAB1-AS1,chr1,4336
HNRNPA1P6,chr1,1447
RPS26P15,chr1,348
AL445193.2,chr1,620
AL445193.1,chr1,141
AL357373.1,chr1,322
OMA1,chr1,3718
AL035411.2,chr1,421
RN7SL713P,chr1,302
TACSTD2,chr1,2351
AL035411.1,chr1,690
MYSM1,chr1,8938
AL136985.3,chr1,4739
JUN,chr1,3540
LINC01135,chr1,2539
AL136985.2,chr1,535
AL136985.1,chr1,395
AC105277.1,chr1,1746
LINC01358,chr1,6730
PHBP3,chr1,819
AL592431.2,chr1,171
AL592431.1,chr1,317
HSD52,chr1,4595
AC093424.1,chr1,338
FGGY,chr1,12174
MIR4711,chr1,70
AL035416.1,chr1,767
HOOK1,chr1,6758
CYP2J2,chr1,2990
RN7SL475P,chr1,298
C1orf87,chr1,4422
PGBD4P8,chr1,562
AC097066.1,chr1,683
LINC01748,chr1,10622
AC099792.1,chr1,4285
NFIA,chr1,10872
NFIA-AS2,chr1,1843
AC096947.1,chr1,470
NFIA-AS1,chr1,842
AC099791.3,chr1,2442
AC099791.1,chr1,715
TM2D1,chr1,5516
AC099791.2,chr1,427
PATJ,chr1,11990
RNU6-414P,chr1,104
RNU6-1177P,chr1,104
LAMTOR5P1,chr1,270
RN7SL180P,chr1,294
MIR3116-1,chr1,74
MIR3116-2,chr1,68
PIGPP2,chr1,458
RPS15AP7,chr1,405
L1TD1,chr1,3849
AL162739.1,chr1,307
KANK4,chr1,5980
RNU6-371P,chr1,108
USP1,chr1,4263
DOCK7,chr1,24872
AL451044.1,chr1,238
ANGPTL3,chr1,3250
AL138847.2,chr1,1819
AL138847.1,chr1,546
AC103923.1,chr1,1228
ATG4C,chr1,3110
AC099794.1,chr1,447
AC099794.2,chr1,303
LINC01739,chr1,2005
AL162400.1,chr1,359
AL162400.2,chr1,157
AC096543.1,chr1,823
LINC00466,chr1,4490
RNA5SP49,chr1,115
AC096543.2,chr1,859
RPSAP65,chr1,595
FOXD3-AS1,chr1,1208
FOXD3,chr1,2086
MIR6068,chr1,60
AL049636.1,chr1,1357
ALG6,chr1,5496
ITGB3BP,chr1,5459
EFCAB7,chr1,5704
RN7SL488P,chr1,286
RNU7-123P,chr1,60
DLEU2L,chr1,3555
RF02110,chr1,384
RF02109,chr1,168
RF02108,chr1,116
RF02107,chr1,146
RF02106,chr1,180
RF02105,chr1,240
PGM1,chr1,4212
RN7SL130P,chr1,305
ROR1,chr1,6715
AL161742.1,chr1,584
CFL1P3,chr1,490
RNU6-809P,chr1,107
ROR1-AS1,chr1,3544
AL445205.1,chr1,1031
UBE2U,chr1,1838
RNU7-62P,chr1,62
CACHD1,chr1,6359
MIR4794,chr1,77
RAVER2,chr1,6070
JAK1,chr1,6317
AL606517.2,chr1,241
AL606517.1,chr1,387
LINC01359,chr1,6685
SLC2A3P2,chr1,1480
AL357078.3,chr1,618
RNU6-1176P,chr1,107
MIR3671,chr1,88
MIR101-1,chr1,75
AL357078.1,chr1,310
AL357078.2,chr1,427
MRPS21P1,chr1,223
AK4,chr1,7578
RPS29P7,chr1,171
DNAJC6,chr1,6954
AL139294.1,chr1,512
COX6CP13,chr1,226
RNU2-15P,chr1,191
LEPROT,chr1,5237
LEPR,chr1,11370
AC119800.1,chr1,423
AC097063.1,chr1,1797
AL513493.1,chr1,2316
RN7SL854P,chr1,295
PDE4B,chr1,8644
AL590783.1,chr1,456
RNU4-88P,chr1,86
SGIP1,chr1,10477
MIR3117,chr1,78
AL139147.1,chr1,1156
TCTEX1D1,chr1,3100
INSL5,chr1,715
WDR78,chr1,6704
AL592161.1,chr1,861
MIER1,chr1,8273
SLC35D1,chr1,6162
C1orf141,chr1,5022
RF00322,chr1,3133
AL133320.1,chr1,2352
IL23R,chr1,3267
RNU6-586P,chr1,104
RNU4ATAC4P,chr1,126
AL389925.1,chr1,728
IL12RB2,chr1,4423
SERBP1,chr1,7676
RNU6-387P,chr1,105
LINC01702,chr1,805
RNU6-1031P,chr1,107
AL590559.1,chr1,374
RN7SL392P,chr1,299
HNRNPCP9,chr1,859
GADD45A,chr1,2069
GNG12,chr1,4724
RNU7-80P,chr1,61
GNG12-AS1,chr1,3465
AL157407.1,chr1,904
DIRAS3,chr1,2039
ARL5AP3,chr1,386
WLS,chr1,4469
CTBP2P8,chr1,1330
MIR1262,chr1,93
RPS7P4,chr1,582
COX6B1P7,chr1,235
ELOCP18,chr1,337
AL139413.1,chr1,217
RPE65,chr1,2610
DEPDC1,chr1,5904
AL138789.1,chr1,960
DEPDC1-AS1,chr1,1247
TXNP2,chr1,295
AL035412.1,chr1,2636
AL033530.1,chr1,2810
AL691520.1,chr1,716
LINC01707,chr1,627
AL512271.1,chr1,1017
LINC01758,chr1,458
LRRC7,chr1,14652
SGO1P1,chr1,1447
RN7SL538P,chr1,304
PIN1P1,chr1,996
AL158840.1,chr1,948
LRRC40,chr1,2884
RN7SL242P,chr1,297
SRSF11,chr1,8473
AL353771.1,chr1,457
ANKRD13C,chr1,4595
HHLA3,chr1,1222
AL158839.1,chr1,575
CTH,chr1,2414
AL354872.2,chr1,466
AL354872.1,chr1,967
CASP3P1,chr1,609
LINC01788,chr1,2086
AL513285.1,chr1,432
PTGER3,chr1,9653
AL031429.1,chr1,749
AL031429.2,chr1,649
ZRANB2-AS1,chr1,967
ZRANB2,chr1,4993
MIR186,chr1,86
ZRANB2-AS2,chr1,7441
AL358453.1,chr1,250
NEGR1,chr1,13406
AL354949.1,chr1,170
AL359821.1,chr1,182
NEGR1-IT1,chr1,534
GDI2P2,chr1,608
RPL31P12,chr1,358
RNU6-1246P,chr1,107
AL583808.1,chr1,499
AL583808.2,chr1,1382
AL583808.3,chr1,1065
AL732618.1,chr1,301
KRT8P21,chr1,1491
RN7SKP19,chr1,252
LINC01360,chr1,4634
LINC02238,chr1,819
RNA5SP50,chr1,107
AL591463.1,chr1,1672
RNU4ATAC8P,chr1,109
LRRIQ3,chr1,8759
FPGT,chr1,4180
FPGT-TNNI3K,chr1,9896
TNNI3K,chr1,4719
AC093158.1,chr1,1408
AC105271.1,chr1,905
LRRC53,chr1,3859
ERICH3,chr1,8779
ERICH3-AS1,chr1,5371
AC135803.1,chr1,565
CRYZ,chr1,4085
TYW3,chr1,4616
AC133865.1,chr1,339
AC099786.3,chr1,1410
AC099786.1,chr1,670
LHX8,chr1,3977
AC099786.2,chr1,2203
RNU6-622P,chr1,103
SLC44A5,chr1,6299
AC093156.1,chr1,670
RNU6-503P,chr1,105
AL096829.1,chr1,457
AL137803.1,chr1,2159
ACADM,chr1,4783
DLSTP1,chr1,1354
RABGGTB,chr1,5913
SNORD45C,chr1,79
SNORD45A,chr1,84
SNORD45B,chr1,72
MSH4,chr1,3266
ASB17,chr1,1107
AC092813.1,chr1,1121
AC092813.2,chr1,399
ST6GALNAC3,chr1,7237
AC103592.1,chr1,664
AC104458.1,chr1,463
TPI1P1,chr1,750
RNU6-161P,chr1,106
LINC02567,chr1,448
ST6GALNAC5,chr1,4263
MIR7156,chr1,60
AL035409.1,chr1,497
PIGK,chr1,5513
AC113935.1,chr1,555
AC093433.1,chr1,571
AK5,chr1,6919
AC095030.1,chr1,377
RNU7-8P,chr1,62
AC118549.1,chr1,9008
RNA5SP20,chr1,84
RN7SL370P,chr1,295
USP33,chr1,6918
ACTG1P21,chr1,1000
MIGA1,chr1,10128
RNA5SP21,chr1,96
AC138392.1,chr1,921
NSRP1P1,chr1,1693
HSPE1P25,chr1,251
NEXN-AS1,chr1,2292
NEXN,chr1,4436
FUBP1,chr1,5666
DNAJB4,chr1,3783
GIPC2,chr1,3973
AC103591.3,chr1,209
AC103591.4,chr1,1795
AC103591.2,chr1,766
RNU6-1102P,chr1,96
AC103591.1,chr1,556
RNA5SP22,chr1,109
RNFT1P2,chr1,757
MGC27382,chr1,2481
PTGFR,chr1,4714
AC096531.1,chr1,107
RNA5SP23,chr1,105
IFI44L,chr1,10240
IFI44,chr1,2038
AC104837.2,chr1,424
AC104837.1,chr1,1587
ADGRL4,chr1,3677
PSAT1P3,chr1,1111
AL353651.2,chr1,559
AL353651.1,chr1,355
AL353651.3,chr1,1507
ADH5P2,chr1,1124
AC099671.1,chr1,597
AC098657.1,chr1,1135
AC098657.2,chr1,1976
AC098657.3,chr1,263
HMGB1P18,chr1,619
AL606519.1,chr1,580
HNRNPA1P64,chr1,922
AL596276.1,chr1,418
AL596276.2,chr1,331
AL136234.1,chr1,349
LINC01781,chr1,709
MTND2P30,chr1,382
RPL7P10,chr1,739
AL357632.1,chr1,643
AC093154.1,chr1,748
RN7SKP247,chr1,308
ADGRL2,chr1,7754
HNRNPA3P14,chr1,1150
AL138799.1,chr1,1675
AL138799.2,chr1,343
AL138799.4,chr1,643
MED28P8,chr1,521
AC117944.1,chr1,641
AL138799.3,chr1,350
ST13P20,chr1,1065
AL157944.1,chr1,6874
LINC01362,chr1,1878
LINC01361,chr1,1586
AC116099.1,chr1,748
LINC01712,chr1,1044
LINC01725,chr1,5425
AL035706.1,chr1,683
TTLL7,chr1,10543
TTLL7-IT1,chr1,2921
AC104454.1,chr1,1401
AC104454.2,chr1,441
AL359504.2,chr1,1601
PRKACB,chr1,6730
AL359504.1,chr1,493
AL450063.1,chr1,244
RF00410,chr1,407
SAMD13,chr1,3455
AL359273.1,chr1,905
UOX,chr1,2412
DNASE2B,chr1,1476
AL844170.1,chr1,1318
RPF1,chr1,1728
GNG5,chr1,1112
AL359762.3,chr1,2686
SPATA1,chr1,4280
CTBS,chr1,6939
AL359762.1,chr1,1183
AL359762.2,chr1,1060
LINC01555,chr1,2884
AC114482.1,chr1,247
SSX2IP,chr1,8639
AC104169.1,chr1,1172
LPAR3,chr1,3543
MCOLN2,chr1,3442
WDR63,chr1,3923
MCOLN3,chr1,6623
MIR4423,chr1,80
AL603750.1,chr1,1717
SYDE2,chr1,6451
C1orf52,chr1,3420
BCL10,chr1,4618
AL078459.1,chr1,2277
DDAH1,chr1,4568
AL360219.1,chr1,366
AC092807.3,chr1,3607
AC092807.2,chr1,243
CYR61,chr1,2455
RF00136,chr1,227
AC092807.1,chr1,255
ZNHIT6,chr1,6197
